CaseID,ResponseId,StartDate,EndDate,BBC1_1,BBC1_2,BBC1_3,BBC1_4,BBC1_5,BBC1_6,BBC1_7,BBC1_8,BBC1_9,BBC1_10,BBC1_11,BBC1_12,BBC1_13,BBC1_14,BBC1_15,BBC1_16,BBC1_17,BBC1_18,BBC1_19,BBC1_20,prg_qstate_punch,BBC2_1,BBC2_2,BBC2_3,BBC2_4,BBC2_5,BBC2_6,BBC2_7,BBC2_8,BBC2_9,BBC2_10,BBC2_11,BBC3_1,BBC3_2,BBC3_3,BBC3_4,BBC3_5,BBC3_6,BBC3_7,BBC3_8,BBC3_9,BBC3_10,bbc4_order,BBC4_1,BBC4_2,BBC4_3,BBC4_4,BBC4_5,BBC4_6,BBC4_7,BBC4_8,BBC5_1,BBC5_2,BBC5_3,BBC5_4,BBC5_5,BBC6,BBC7,BBC8_1,BBC8_2,BBC8_3,BBC8_4,BBC8_5,BBC8_6,BBC8_7,BBC9,BBC10,BBC11,BBC12,PPWORKA,ppage,ppeducat,ppeduc5,ppethm,ppgender,pphhsize,pphouse4,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppemploy,ppstaten,ppt18ov,ppkid017,PPREG9,partyid4,urb_sub_rur,xppracem,ind1,pprent_new,MSC,core_par,Weights,BBC1_19_TEXT,BBC7_12_TEXT
11,R_4OCX22OLBEDnOlr,12/3/2021 18:11:38,12/3/2021 18:31:19,Not Selected,Not Selected,Not Selected,Political extremism or polarization,Not Selected,Climate change,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,The spread of false information,Not Selected,Not Selected,Idaho,None at all,A fair amount,A fair amount,A fair amount,A fair amount,A great deal,Don’t know/Never heard,A great deal,None at all,A great deal,None at all,False,True,True,False,False,True,False,False,False,False,1,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree, ,Strongly agree,Strongly disagree,Strongly disagree,Very concerned,Very concerned,Not at all concerned,Somewhat concerned,Somewhat concerned,They are criminals,ABC / CBS / NBC News,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated plus a booster,Joe Biden,No religion, ,Retired,71,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$100,000 to $149,999",Widowed,Metro area,West,Owned or being bought by you or someone in,Not working,ID,2,0,Mountain,Democrat,Urban,White,Not asked,Owned by you or someone in your household with a mortgage or loan,In the center city of an MSA,No,.8767636,Skipped,Skipped
12,R_1kUkxpt88uUl6Xo,12/4/2021 22:34:17,12/4/2021 22:53:24,COVID-19/coronavirus,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Opioid or drug addiction,Not Selected,Nuclear conflict,Not Selected,Not Selected,Not Selected,Not Selected,Maine,Not very much,A fair amount,Not very much,A fair amount,A fair amount,A fair amount,Don’t know/Never heard,A fair amount,None at all,Not very much,Don’t know/Never heard,False,True,False,False,True,True,False,False,False,False,2,Strongly agree,Strongly disagree,Strongly disagree, ,Strongly disagree,Somewhat agree,Somewhat disagree,Don’t know,Somewhat concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Don’t know,They are criminals,Public television or radio,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated plus a booster,Did not vote,No religion, ,Employed part-time (by someone else),24,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,3,One-family house detached from any other house,"$75,000 to $99,999",Never married,Metro area,Northeast,Owned or being bought by you or someone in,Working part-time,ME,3,0,New England,Something else,Rural,White,"Health Care (including Elder Care, Home Health Care)",Owned by you or someone in your household free and clear (without a mortgage or loan),Outside the center city of an MSA but inside the county containing the center city,No,2.8664799,Skipped,Skipped
13,R_31ugvcjrCyu3Gg6,12/3/2021 17:53:10,12/3/2021 18:21:04,Not Selected,Healthcare,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Education,Not Selected,Opioid or drug addiction,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Iowa,Not very much,A fair amount,Not very much,A fair amount,A fair amount,A great deal,Don’t know/Never heard,A fair amount,Don’t know/Never heard,Don’t know/Never heard,Don’t know/Never heard,False,True,True,False,True,True,False,False,False,False,2,Strongly agree,Strongly disagree,Strongly agree, ,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Very concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Very concerned,Don’t know,Digital or online news,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated plus a booster,Joe Biden,Other Christian religion,No,Employed full-time (by someone else),58,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Female,3,One-family house detached from any other house,"$75,000 to $99,999",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Working full-time,IA,3,0,West-North Central,Independent,Urban,White,Education and Tutoring,Owned by you or someone in your household with a mortgage or loan,In the center city of an MSA,No,.562844,Skipped,Skipped
14,R_1EcWP98OZX333Ao,12/3/2021 19:12:54,12/3/2021 19:36:45,Not Selected,Not Selected,Not Selected,Political extremism or polarization,Not Selected,Not Selected,Crime or gun violence,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,The spread of false information,Not Selected,Not Selected,Pennsylvania,A fair amount,None at all,Not very much,Not very much,A fair amount,A great deal,A great deal,Not very much,Don’t know/Never heard,Don’t know/Never heard,Don’t know/Never heard,False,False,Don’t know,False,Don’t know,Don’t know,False,Don’t know,True,False,2,Somewhat disagree,Strongly agree,Don’t know, ,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Very concerned,They were well-meaning but got carried away in the moment,None of these,Not Selected, Contact your elected officials,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Fully vaccinated plus a booster,Donald Trump,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,Retired,75,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,Northeast,Owned or being bought by you or someone in,Not working,PA,2,0,Mid-Atlantic,Republican,Suburban,White,Not asked,Owned by you or someone in your household free and clear (without a mortgage or loan),Outside the center city of an MSA but inside the county containing the center city,No,.6227132,Skipped,Skipped
15,R_2WSfGykXAy2ldxj,12/3/2021 17:48:44,12/3/2021 18:19:15,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Immigration,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,South Dakota,A fair amount,None at all,A great deal,None at all,A fair amount,A great deal,Don’t know/Never heard,None at all,Not very much,None at all,A fair amount,False,False,Don’t know,False,True,True,False,False,Don’t know,False,2,Somewhat disagree,Strongly agree,Somewhat disagree, ,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat concerned,Not very concerned,Somewhat concerned,Don’t know,Very concerned,They were well-meaning but got carried away in the moment,None of these,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated plus a booster,Donald Trump,No religion, ,Employed full-time (by someone else),59,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$100,000 to $149,999",Now married,Non-metro area,Midwest,Owned or being bought by you or someone in,Working full-time,SD,2,0,West-North Central,Independent,Urban,White,"Information (including Publishing, Media, Telecom, Internet Search, and Social Networking)",Owned by you or someone in your household with a mortgage or loan,Not in an MSA,No,.9532276,Skipped,Skipped
16,R_1hK0eSVJpXk7LH4,12/4/2021 5:36:35,12/4/2021 5:58:44,Not Selected,Not Selected,Not Selected,Political extremism or polarization,Not Selected,Not Selected,Not Selected,Government budget and debt,Immigration,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Tennessee,A great deal,None at all,A fair amount,Not very much,A fair amount,A fair amount,Don’t know/Never heard,Not very much,A fair amount,Don’t know/Never heard,None at all,False,False,True,False,False,True,False,False,True,False,1,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree, ,Somewhat agree,Somewhat agree,Somewhat agree,Very concerned,Very concerned,Somewhat concerned,Somewhat concerned,Very concerned,They were well-meaning but got carried away in the moment,Digital or online news,Not Selected, Contact your elected officials,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Fully vaccinated plus a booster,Donald Trump,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,Employed full-time (by someone else),54,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Female,4,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,South,Owned or being bought by you or someone in,Working full-time,TN,4,0,East-South Central,Independent,Rural,White,Education and Tutoring,Owned by you or someone in your household with a mortgage or loan,Outside the center city of an MSA but inside the county containing the center city,No,.6889606,Skipped,Skipped
17,R_RPvrPfl5r3eG6J3,12/3/2021 17:39:43,12/3/2021 18:03:22,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Immigration,Not Selected,Terrorism,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,The spread of false information,Not Selected,Not Selected,Florida,A fair amount,A great deal,A great deal,Not very much,A fair amount,A great deal,A great deal,A fair amount,A fair amount,A fair amount,Not very much,True,False,True,False,Don’t know,Don’t know,False,False,True,True,1,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree, ,Somewhat agree,Somewhat disagree,Strongly agree,Very concerned,Somewhat concerned,Very concerned,Somewhat concerned,Very concerned,They are criminals,None of these,Not Selected, Contact your elected officials,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Fully vaccinated plus a booster,Donald Trump,Catholic,No,Retired,75,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,2,One-family condo or townhouse attached to other units,"$50,000 to $74,999",Now married,Metro area,South,Owned or being bought by you or someone in,Not working,FL,2,0,South Atlantic,Independent,Urban,White,Not asked,Owned by you or someone in your household with a mortgage or loan,In the center city of an MSA,No,.9348747,Skipped,Skipped
18,R_3Oxf6WQWlUIyRzP,12/4/2021 23:21:34,12/5/2021 0:21:36,COVID-19/coronavirus,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Natural disasters,Not Selected,Not Selected,The spread of false information,Not Selected,Not Selected,California,Not very much,A great deal,A great deal,A fair amount,A fair amount,A great deal,A fair amount,A fair amount,Don’t know/Never heard,Don’t know/Never heard,Don’t know/Never heard,False,True,True,False,True,True,False,False,False,False,1,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree, ,Strongly agree,Don’t know,Strongly disagree,Very concerned,Very concerned,Very concerned,Somewhat concerned,Very concerned,They are criminals,ABC / CBS / NBC News,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated,Joe Biden,Catholic,No,Employed full-time (by someone else),52,Some college,Some college or Associate degree,"Other, Non-Hispanic",Male,5,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,West,Owned or being bought by you or someone in,Working full-time,CA,4,1,Pacific,Independent,Suburban,Asian,"Finance, Banking, and Insurance",Owned by you or someone in your household with a mortgage or loan,Outside the center city of an MSA but inside the county containing the center city,Yes,.5447319,Skipped,Skipped
19,R_1rDIz7ItgRGyuCr,12/5/2021 19:40:09,12/5/2021 20:04:36,Not Selected,Not Selected,Not Selected,Political extremism or polarization,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Social inequality,Not Selected,Not Selected,Not Selected,Not Selected,The spread of false information,Not Selected,Not Selected,South Carolina,None at all,A fair amount,Not very much,A fair amount,A fair amount,A great deal,A fair amount,A great deal,None at all,A fair amount,None at all,False,True,True,False,True,True,False,False,False,False,2,Strongly agree,Strongly disagree,Strongly agree, ,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Very concerned,Very concerned,Somewhat concerned,Very concerned,Somewhat concerned,They are right-wing domestic terrorists,Public television or radio,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated plus a booster,Joe Biden,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,Retired,80,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Male,1,Building with 2 or more apartments,"$150,000 or more",Now married,Metro area,South,Rented for cash,Not working,SC,1,0,South Atlantic,Independent,Rural,White,Not asked,Rented,Outside the center city of an MSA but inside the county containing the center city,No,.6133016,Skipped,Skipped
20,R_3DkJEfxyjANMUVc,12/4/2021 20:29:09,12/4/2021 21:22:19,COVID-19/coronavirus,Healthcare,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Opioid or drug addiction,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Georgia,A fair amount,None at all,A fair amount,A fair amount,A fair amount,A fair amount,A great deal,A fair amount,Don’t know/Never heard,Don’t know/Never heard,Don’t know/Never heard,Don’t know,False,Don’t know,Don’t know,False,True,False,Don’t know,True,False,1,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree, ,Somewhat agree,Don’t know,Don’t know,Very concerned,Somewhat concerned,Very concerned,Very concerned,Don’t know,They were well-meaning but got carried away in the moment,Public television or radio,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above","No, but I plan to get the vaccine",Donald Trump,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,Employed full-time (by someone else),30,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,6 or more,One-family house detached from any other house,"$50,000 to $74,999",Never married,Metro area,South,Owned or being bought by you or someone in,Working full-time,GA,5,4,South Atlantic,Independent,Suburban,White,Retail/Stores/Shopping (including Online Retail),Owned by you or someone in your household free and clear (without a mortgage or loan),Inside a suburban county of the MSA,Yes,1.2373625,Skipped,Skipped
21,R_yEpgBTaFqDsS8FP,12/5/2021 12:12:14,12/5/2021 13:08:16,COVID-19/coronavirus,Healthcare,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,The spread of false information,Not Selected,Not Selected,South Carolina,A fair amount,Not very much,A fair amount,A fair amount,A great deal,A great deal,A great deal,Not very much,Don’t know/Never heard,Don’t know/Never heard,Don’t know/Never heard,True,False,Don’t know,True,False,Don’t know,False,False,True,Don’t know,2,Somewhat disagree,Don’t know,Don’t know, ,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Very concerned,Very concerned,Very concerned,Somewhat concerned,Somewhat concerned,They are criminals,FOX News,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated,Donald Trump,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,Retired,66,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,1,Building with 2 or more apartments,"Under $10,000",Widowed,Metro area,South,Rented for cash,Not working,SC,1,0,South Atlantic,Republican,Suburban,White,Not asked,Rented,Inside a suburban county of the MSA,No,.5486978,Skipped,Skipped
22,R_2awqHs1109bihJ9,12/4/2021 8:32:49,12/4/2021 8:51:59,Not Selected,Not Selected,Not Selected,Political extremism or polarization,Not Selected,Climate change,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,The spread of false information,Not Selected,Not Selected,Connecticut,None at all,A fair amount,A fair amount,A fair amount,Not very much,A fair amount,Not very much,A great deal,None at all,A fair amount,None at all,False,True,True,False,True,True,False,False,False,False,1,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree, ,Strongly agree,Strongly disagree,Somewhat disagree,Very concerned,Somewhat concerned,Not at all concerned,Very concerned,Somewhat concerned,They are right-wing domestic terrorists,New York Times or Washington Post,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated plus a booster,Joe Biden,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,Retired,68,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$150,000 or more",Now married,Non-metro area,Northeast,Owned or being bought by you or someone in,Not working,CT,2,0,New England,Democrat,Rural,White,Not asked,Owned by you or someone in your household free and clear (without a mortgage or loan),Not in an MSA,No,.6588194,Skipped,Skipped
23,R_1ls28AGy0Q2OEki,12/4/2021 12:06:18,12/4/2021 12:14:27,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,None of these,Kentucky,Not very much,None at all,Not very much,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,Don’t know/Never heard,Don’t know/Never heard,Don’t know/Never heard,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,True,False,Don’t know,True,False,2,Don’t know,Don’t know,Strongly disagree, ,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,None of these,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated,Did not vote,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,Employed full-time (by someone else),40,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Female,3,One-family house detached from any other house,"$75,000 to $99,999",Now married,Non-metro area,South,Owned or being bought by you or someone in,Working full-time,KY,2,1,East-South Central,Independent,Rural,White,"Health Care (including Elder Care, Home Health Care)",Owned by you or someone in your household with a mortgage or loan,Not in an MSA,Yes,2.0477009,Skipped,Skipped
24,R_2xV7GG68HeqEOou,12/3/2021 21:55:02,12/3/2021 22:09:21,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Climate change,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Social inequality,Not Selected,Not Selected,Not Selected,Not Selected,The spread of false information,Not Selected,Not Selected,California,None at all,A fair amount,Not very much,Not very much,Not very much,A fair amount,Don’t know/Never heard,A great deal,None at all,A fair amount,None at all,False,False,True,False,True,True,False,False,False,False,1,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree, ,Strongly agree,Strongly disagree,Strongly disagree,Very concerned,Very concerned,Not at all concerned,Somewhat concerned,Somewhat concerned,They are right-wing domestic terrorists,Your local newspaper,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected, Attend a rally or protest,Not Selected,Fully vaccinated plus a booster,Joe Biden,No religion, ,Self-employed,73,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,1,One-family house detached from any other house,"$75,000 to $99,999",Now married,Metro area,West,Owned or being bought by you or someone in,Working part-time,CA,1,0,Pacific,Independent,Urban,White,Construction and Specialty Contractors (such as Plumbing and Electrical),Refused,In the center city of an MSA,No,.7905391,Skipped,Skipped
25,R_3oNRXIESnwgL4Ce,12/3/2021 17:49:56,12/3/2021 18:19:18,COVID-19/coronavirus,Not Selected,Not Selected,Not Selected,Not Selected,Climate change,Crime or gun violence,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Washington,None at all,A great deal,A fair amount,A fair amount,A fair amount,A great deal,A fair amount,A great deal,None at all,A fair amount,None at all,False,True,True,False,True,True,False,False,False,False,2,Strongly agree,Strongly disagree,Somewhat agree, ,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Very concerned,Very concerned,Not at all concerned,Don’t know,Very concerned,Don’t know,Public television or radio,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Fully vaccinated plus a booster,Joe Biden,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,Homemaker,79,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,West,Owned or being bought by you or someone in,Not working,WA,2,0,Pacific,Independent,Urban,White,Not asked,Owned by you or someone in your household free and clear (without a mortgage or loan),In the center city of an MSA,No,.642157,Skipped,Skipped
26,R_3MR5vqcrJWWcQNs,12/3/2021 18:26:40,12/3/2021 18:34:11,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Terrorism,Education,Not Selected,Not Selected,Not Selected,Not Selected,Foreign conflicts,Not Selected,Not Selected,Not Selected,New Hampshire,A fair amount,Not very much,Not very much,A fair amount,Not very much,A fair amount,A fair amount,Not very much,Not very much,A fair amount,Not very much,False,Don’t know,False,False,False,True,False,Don’t know,Don’t know,False,1,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree, ,Somewhat disagree,Somewhat agree,Somewhat agree,Not very concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not very concerned,They are criminals,New York Times or Washington Post,Not Selected, Contact your elected officials,Not Selected,Not Selected,Not Selected, Attend a rally or protest,Not Selected,"No, but I plan to get the vaccine",Someone else,Other Christian religion,Yes,Employed full-time (by someone else),47,Bachelor or higher,Master’s degree or above,"Other, Non-Hispanic",Male,4,One-family condo or townhouse attached to other units,"$150,000 or more",Now married,Non-metro area,Northeast,Owned or being bought by you or someone in,Working full-time,NH,3,1,New England,Independent,Suburban,Asian,Wholesale Trade,Owned by you or someone in your household with a mortgage or loan,Not in an MSA,Yes,.2385162,Skipped,Skipped
27,R_20OFD2nxpVSwnZS,12/4/2021 22:53:21,12/4/2021 23:04:12,Not Selected,Not Selected,Not Selected,Political extremism or polarization,Not Selected,Not Selected,Not Selected,Government budget and debt,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,The spread of false information,Not Selected,Not Selected,Kansas,A fair amount,None at all,A fair amount,A fair amount,A great deal,A great deal,A great deal,None at all,Don’t know/Never heard,Don’t know/Never heard,Don’t know/Never heard,False,False,Don’t know,False,Don’t know,Don’t know,False,False,Don’t know,Don’t know,2,Somewhat disagree,Somewhat agree,Strongly disagree, ,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Very concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,They were well-meaning but got carried away in the moment,Friends and family,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated,Donald Trump,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,Employed full-time (by someone else),42,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,1,One-family house detached from any other house,"$100,000 to $149,999",Divorced,Metro area,Midwest,Owned or being bought by you or someone in,Not working,KS,1,0,West-North Central,Republican,Urban,White,Not asked,Owned by you or someone in your household with a mortgage or loan,In the center city of an MSA,No,1.3186113,Skipped,Skipped
28,R_2cdBBEQLuEaWux2,12/4/2021 13:15:57,12/4/2021 13:49:43,Not Selected,Healthcare,Not Selected,Political extremism or polarization,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,The spread of false information,Not Selected,Not Selected,Kentucky,A great deal,None at all,Not very much,None at all,A great deal,A great deal,A great deal,None at all,A great deal,None at all,A great deal,True,Don’t know,True,True,False,True,False,Don’t know,True,True,1,Don’t know,Strongly agree,Strongly disagree,Strongly agree, ,Strongly disagree,Strongly agree,Strongly agree,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,They are left-wing terrorists or Antifa,Other [SPECIFY],Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above","No, and I do not plan to get the vaccine",Donald Trump,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,Retired,82,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$25,000 to $49,999",Now married,Non-metro area,South,Rented for cash,Not working,KY,2,0,East-South Central,Republican,Rural,White,Not asked,Rented,Not in an MSA,No,.7569334,Skipped,Newsmax
29,R_1rk1CDYbCLrjPXr,12/4/2021 8:45:44,12/4/2021 9:11:42,COVID-19/coronavirus,Not Selected,Not Selected,Not Selected,Racial injustice,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Natural disasters,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Texas,None at all,A great deal,None at all,Not very much,Don’t know/Never heard,A fair amount,A great deal,A great deal,Don’t know/Never heard,None at all,Don’t know/Never heard,False,True,False,Don’t know,True,False,False,False,False,Don’t know,1,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree, ,Strongly disagree,Strongly disagree,Somewhat agree,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,They are criminals,ABC / CBS / NBC News,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated plus a booster,Joe Biden,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,Retired,77,Some college,Some college or Associate degree,"Black or African American, Non-Hispanic",Female,3,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,South,Owned or being bought by you or someone in,Not working,TX,3,0,West-South Central,Democrat,Urban,Black or African American,Not asked,Owned by you or someone in your household free and clear (without a mortgage or loan),In the center city of an MSA,No,1.1970814,Skipped,Skipped
